name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,preferred_foot
S. Ugarković,8/19/1994,24,187.96,78.9,CDM,Australia,66,69,675000.0,Right
S. Aasmundsen,11/2/1989,29,175.26,73.9,"CM,CDM",Norway,66,66,650000.0,Right
L. Mulholland,8/7/1988,30,175.26,68.0,"CM,CDM",England,66,66,625000.0,Right
J. Kaprof,3/12/1995,23,170.18,71.2,"ST,CAM,RM",Argentina,66,74,950000.0,Right
L. Thompson,12/19/1994,24,154.94,74.8,CM,Wales,66,73,900000.0,Right
M. Mihara,8/2/1988,30,175.26,67.1,"RB,CDM,RM,LB",Japan,66,66,475000.0,Right
F. Torres,5/12/1983,35,170.18,69.9,"CM,CDM",Mexico,66,66,270000.0,Right
J. Becerra,8/17/1993,25,165.1,62.1,"CAM,CM,RM",Colombia,66,71,850000.0,Right
C. Goodwin,12/16/1991,27,154.94,73.0,"LW,LM",Australia,66,66,700000.0,Left
D. Pratley,4/22/1985,33,185.42,68.9,"CM,CDM",England,66,66,375000.0,Right
Borja Sánchez,2/26/1996,23,187.96,78.9,"CAM,CM,LM",Spain,66,73,900000.0,Right
S. Pérez,9/2/1990,28,154.94,86.2,GK,Chile,66,67,500000.0,Right
G. Vadalá,2/8/1997,22,167.64,64.9,"CAM,LM,ST",Argentina,66,76,1000000.0,Right
A. Juel Andersen,1/29/1991,28,187.96,83.9,"RB,CB",Denmark,66,66,525000.0,Right
B. Maubleu,12/1/1989,29,193.04,83.0,GK,France,66,68,550000.0,Right
W. Eskelinen,9/3/1996,22,190.5,83.9,GK,Sweden,66,73,675000.0,Right
A. Al Mayoof,1/23/1987,32,187.96,96.2,GK,Saudi Arabia,66,66,400000.0,Right
D. Stahl,8/20/1988,30,182.88,78.9,"CDM,CM",Germany,66,66,500000.0,Right
A. Matuszczyk,2/14/1989,30,182.88,73.0,"CDM,CM",Poland,66,66,500000.0,Right
Nelson Ferreira,5/26/1982,36,175.26,72.1,"LM,RM,CAM",Portugal,66,66,220000.0,Right
L. Fiordilino,7/25/1996,22,152.4,68.0,"CM,LM",Italy,66,76,1000000.0,Right
H. Kane,11/23/1998,20,152.4,67.1,CM,England,66,76,1000000.0,Right
J. Bandowski,3/30/1994,24,190.5,81.2,"LB,LM",Germany,66,70,700000.0,Left
M. Lepe,8/13/1990,28,152.4,77.1,"CM,CDM,CAM",Chile,66,66,650000.0,Right
Y. Mosquera,4/15/1989,29,152.4,79.8,"CDM,CM",Colombia,66,66,500000.0,Right
A. Kann,8/8/1990,28,193.04,86.2,GK,United States,66,68,525000.0,Left
J. Grimmer,1/25/1994,25,182.88,83.0,RB,Scotland,66,70,700000.0,Right
C. Main,6/20/1992,26,182.88,86.2,ST,England,66,68,800000.0,Right
M. Booysen,8/15/1988,30,193.04,78.0,"CB,CDM",South Africa,66,66,500000.0,Right
A. Hadouir,9/14/1982,36,172.72,68.0,"CAM,LM",Netherlands,66,66,280000.0,Right
Choi Bo Kyung,4/12/1988,30,182.88,78.9,CB,Korea Republic,66,66,475000.0,Left
R. Söder,4/1/1991,27,152.4,71.2,"ST,LW",Sweden,66,66,675000.0,Right
J. González,2/27/1992,27,170.18,76.2,"LB,LM",Mexico,66,67,625000.0,Left
I. Groothuizen,7/22/1996,22,190.5,88.0,GK,Netherlands,66,72,650000.0,Right
F. Pierrot,3/29/1995,23,193.04,93.0,ST,Haiti,66,71,875000.0,Right
Y. Hurtado,12/14/1996,22,170.18,67.1,RB,Colombia,66,76,900000.0,Right
H. Hajradinović,2/18/1994,25,152.4,73.9,"CAM,CM",Bosnia Herzegovina,66,70,850000.0,Left
I. Santillán,5/6/1991,27,172.72,72.1,"LB,LM",Peru,66,66,525000.0,Left
E. Suagher,11/26/1992,26,193.04,82.1,CB,Italy,66,67,625000.0,Right
José Ángel,6/21/1992,26,182.88,73.9,"CM,CDM",Spain,66,69,775000.0,Left
J. Huyghebaert,1/7/1989,30,154.94,73.9,"LB,CB,LWB",Belgium,66,66,475000.0,Left
B. Jayiya,3/21/1990,28,175.26,64.9,"RW,RM,CM,CAM",South Africa,66,66,650000.0,Right
W. Kvist,2/24/1985,34,182.88,79.8,CM,Denmark,66,66,375000.0,Right
L. Morgan,9/30/1996,22,152.4,74.8,"LM,RM,ST",Scotland,66,75,1000000.0,Right
O. Thioune,11/16/1993,25,154.94,72.1,CM,Senegal,66,69,800000.0,Right
X. Emmers,7/20/1999,19,152.4,72.1,CM,Belgium,66,78,1100000.0,Right
T. Yamashita,11/7/1987,31,182.88,73.0,CB,Japan,66,66,475000.0,Right
R. Inniss,6/5/1995,23,195.58,83.9,CB,England,66,73,775000.0,Right
S. Clark,4/14/1986,32,187.96,87.1,GK,United States,66,66,375000.0,Right
G. Rolando,4/2/1995,23,182.88,71.2,"RM,LM",Italy,66,73,900000.0,Right
D. Doekhi,6/30/1998,20,190.5,83.0,CB,Netherlands,66,75,875000.0,Right
K. Mahlasela,2/13/1991,28,175.26,64.9,"CAM,RW,RM",South Africa,66,66,675000.0,Right
J. Ekstrand,2/4/1989,30,187.96,77.1,CB,Sweden,66,66,500000.0,Right
I. Lapshov,5/1/1999,19,187.96,76.2,CB,Russia,66,78,975000.0,Right
G. Viscarra,2/7/1993,26,190.5,79.8,GK,Bolivia,66,71,,Right
M. El Allouchi,8/27/1994,24,172.72,72.1,"LM,CAM,CM",Morocco,66,70,850000.0,Right
J. Kauko,7/12/1990,28,187.96,84.8,CM,Finland,66,66,650000.0,Right
R. Austin,6/1/1985,33,182.88,78.0,"CB,CDM",Jamaica,66,66,260000.0,Right
D. Kikuchi,4/12/1991,27,172.72,68.0,LM,Japan,66,66,675000.0,Right
M. Răduţ,3/18/1990,28,152.4,64.9,"LM,CAM",Romania,66,66,650000.0,Right
J. Löhmannsröben,4/21/1991,27,185.42,87.1,CDM,Germany,66,67,600000.0,Right
J. Obika,9/12/1990,28,182.88,76.2,ST,England,66,66,675000.0,Left
O. Azubuike,4/19/1997,21,170.18,73.0,"CDM,CM",Nigeria,66,76,925000.0,Right
M. Odjer,8/17/1996,22,170.18,68.9,CM,Ghana,66,75,975000.0,Right
I. Tarasovs,10/16/1988,30,190.5,84.8,"CB,CDM",Latvia,66,66,500000.0,Right
P. Stolarski,1/28/1996,23,154.94,73.9,"RB,RM",Poland,66,75,850000.0,Right
T. Charles,6/12/1985,33,182.88,78.9,"CB,LB",Argentina,66,66,260000.0,Left
T. Naylor,6/28/1991,27,187.96,72.1,"CDM,CM,CB",England,66,68,625000.0,Right
O. Beckles,10/25/1991,27,190.5,78.0,"LB,CB",England,66,67,625000.0,Right
B. Eleke,3/5/1996,23,190.5,88.0,"ST,RM",Nigeria,66,75,1000000.0,Right
Y. Etienne,5/19/1997,21,175.26,69.9,"LB,LWB",France,66,75,850000.0,Left
O. Rodríguez,9/10/1996,22,175.26,73.0,LB,Mexico,66,77,975000.0,Left
C. Mac-Intosch,8/9/1989,29,154.94,78.0,"CB,RB",Netherlands,66,66,525000.0,Right
R. Fennell,6/5/1989,29,182.88,82.1,"CB,CDM",United States,66,66,500000.0,Right
C. Harriott,3/4/1994,25,165.1,66.2,"RM,LM",England,66,72,875000.0,Left
A. Fukumori,12/16/1992,26,182.88,74.8,"CB,LB",Japan,66,69,675000.0,Left
K. Hafez,3/12/1996,22,175.26,73.0,LB,Egypt,66,73,750000.0,Left
Yoon Seung Won,2/11/1995,24,185.42,73.9,"LW,RM",Korea Republic,66,71,850000.0,Left
L. Crecco,9/6/1995,23,182.88,76.2,"CM,LM",Italy,66,74,925000.0,Left
I. Alhassan,11/3/1996,22,187.96,72.1,"CDM,CM",Nigeria,66,70,725000.0,Right
L. Nmecha,12/14/1998,20,185.42,69.9,ST,England,66,83,1400000.0,Right
J. Ginnelly,3/24/1997,21,172.72,64.9,LM,England,66,74,950000.0,Right
F. Kaufmann,9/8/1992,26,154.94,72.1,"RM,RWB,RB",Germany,66,67,775000.0,Right
D. Gomis,12/21/1992,26,172.72,68.0,"LM,RM,RW,CM",France,66,67,775000.0,Right
L. Craig,12/27/1986,32,182.88,82.1,"CM,LM",Scotland,66,66,550000.0,Left
R. Vanegas,3/12/1993,25,175.26,72.1,"LM,ST",Colombia,66,69,800000.0,Right
A. Al Salem,12/19/1992,26,182.88,73.9,"CAM,ST",Saudi Arabia,66,68,775000.0,Right
G. Kuświk,5/23/1987,31,154.94,74.8,ST,Poland,66,66,575000.0,Right
A. Cook,10/18/1990,28,185.42,72.1,ST,England,66,66,675000.0,Right
O. Käuper,1/9/1997,22,187.96,77.1,"CM,CAM,LM",Germany,66,76,1000000.0,Left
M. Domínguez,10/27/1999,19,160.02,58.1,LM,Mexico,66,75,925000.0,Left
J. Eilers,6/13/1988,30,187.96,77.1,"RM,LM",Germany,66,66,600000.0,Right
M. Lackner,4/5/1991,27,193.04,74.8,"CDM,CM,CB",Austria,66,69,650000.0,Right
M. Høibråten,1/23/1995,24,182.88,77.1,CB,Norway,66,75,850000.0,Left
A. Ajeti,9/25/1993,25,182.88,77.1,CB,Albania,66,70,700000.0,Right
R. Mulumba,11/2/1992,26,154.94,76.2,"CDM,CM",DR Congo,66,70,700000.0,Right
S. Diakité,1/24/1989,30,185.42,79.8,"CM,CDM",Mali,66,66,625000.0,Right
T. Mears,2/18/1983,36,154.94,73.9,RB,England,66,66,140000.0,Right
D. Gorter,6/15/1988,30,175.26,69.9,CM,Netherlands,66,66,600000.0,Left
M. Fetsch,9/30/1988,30,187.96,82.1,ST,Germany,66,66,650000.0,Right
D. Wotherspoon,1/16/1990,29,154.94,76.2,"LM,RM,CM",Canada,66,66,650000.0,Right
R. Matondo,9/9/2000,18,175.26,66.2,"RM,LM",Wales,66,85,1300000.0,Right
O. Ba,11/11/1995,23,193.04,83.9,CB,Senegal,66,75,850000.0,Right
L. Lezzerini,3/24/1995,23,195.58,86.2,GK,Italy,66,74,700000.0,Right
Y. Nakano,2/24/1993,26,175.26,66.2,"LM,RM,LWB,CM",Japan,66,67,775000.0,Right
Andrés Prieto,10/17/1993,25,193.04,93.0,GK,Spain,66,70,600000.0,Right
E. Lee,12/16/1994,24,154.94,72.1,"CAM,ST",England,66,71,850000.0,Right
B. Galloway,3/17/1996,22,185.42,73.9,LB,England,66,71,725000.0,Left
Y. Thuram,10/31/1988,30,187.96,84.8,GK,France,66,66,425000.0,Right
C. Doucouré,1/8/2000,19,154.94,73.0,CDM,Mali,66,80,1200000.0,Right
Jordi Quintillà,10/25/1993,25,152.4,69.9,"CM,CAM",Spain,66,71,850000.0,Left
B. Blume,1/22/1992,27,175.26,73.0,"CAM,CM,RM",Denmark,66,67,750000.0,Right
Milton Raphael,5/11/1991,27,187.96,81.2,GK,Brazil,66,69,550000.0,Right
Z. Mebarakou,1/3/1989,30,187.96,79.8,CB,Algeria,66,66,500000.0,Left
Domingos Quina,11/18/1999,19,175.26,66.2,"CAM,CM,CDM",Portugal,66,82,1300000.0,Right
C. Traoré,1/1/1992,27,154.94,73.9,LB,Mali,66,67,625000.0,Left
D. Lowe,5/5/1993,25,190.5,79.8,CB,Jamaica,66,72,750000.0,Right
J. Schoop,12/23/1988,30,175.26,68.0,"CM,CDM",Denmark,66,66,625000.0,Left
M. Atwa,7/15/1990,28,182.88,78.0,CB,Egypt,66,67,600000.0,Right
P. Neumann,7/8/1997,21,193.04,82.1,"CB,RB",Germany,66,75,875000.0,Right
Imanol García,12/26/1995,23,182.88,74.8,CM,Spain,66,73,900000.0,Right
A. Sigurðarson,10/8/1993,25,152.4,69.9,"LW,RW",Iceland,66,69,825000.0,Right
K. Moriya,9/21/1988,30,172.72,64.9,"CDM,RM,LM",Japan,66,66,500000.0,Right
T. Sekine,4/19/1995,23,167.64,60.8,"RM,LM",Japan,66,71,850000.0,Right
M. Wostry,7/19/1992,26,182.88,73.9,CB,Austria,66,70,700000.0,Right
C. Wyke,12/6/1992,26,185.42,73.9,ST,England,66,69,825000.0,Right
J. Gatt,8/29/1991,27,152.4,73.0,"LM,RM,ST",United States,66,66,700000.0,Right
C. Munder,1/7/2000,19,165.1,57.2,"LW,RW",Cuba,66,77,1000000.0,Right
A. Marin,9/21/1989,29,187.96,78.9,CB,France,66,66,525000.0,Right
C. Gunter,7/21/1989,29,154.94,71.2,"RB,LB,RWB",Wales,66,66,500000.0,Right
M. van Bergen,8/27/1999,19,170.18,62.1,RW,Netherlands,66,79,1200000.0,Right
G. Bijl,7/13/1995,23,154.94,76.2,"CDM,CM,RB",Netherlands,66,72,750000.0,Right
A. Jug,3/3/1992,27,193.04,88.9,GK,Slovenia,66,70,575000.0,Right
N. Thompson,11/9/1990,28,172.72,71.2,"RB,CDM,CB",England,66,66,525000.0,Right
A. Nakamura,9/13/1990,28,175.26,67.1,"RM,LM",Japan,66,66,675000.0,Right
T. Umesaki,2/23/1987,32,170.18,68.0,"LW,RW,CF",Japan,66,66,575000.0,Right
N. Antonitsch,9/30/1991,27,185.42,81.2,"CB,RB",Austria,66,69,675000.0,Right
W. Keane,1/11/1993,26,187.96,72.1,ST,England,66,69,825000.0,Right
T. van de Pavert,1/6/1992,27,193.04,84.8,CB,Netherlands,66,68,650000.0,Left
K. Tokura,6/16/1986,32,187.96,79.8,"ST,RW,CF",Japan,66,66,525000.0,Left
A. Buksa,7/12/1996,22,190.5,78.9,ST,Poland,66,72,900000.0,Right
O. Benítez,6/7/1991,27,185.42,78.9,CB,Argentina,66,68,625000.0,Left
J. Espinoza,7/5/1991,27,170.18,77.1,"RB,LB",Chile,66,66,550000.0,Right
M. Štěch,1/28/1990,29,190.5,88.9,GK,Czech Republic,66,67,525000.0,Right
J. Żubrowski,3/21/1992,26,154.94,73.0,CDM,Poland,66,71,725000.0,Right
I. Khalili,4/3/1987,31,182.88,74.8,"RM,CAM",Palestine,66,66,575000.0,Left
A. Diawusie,2/12/1998,21,154.94,76.2,"RM,LM",Germany,66,77,1100000.0,Right
T. Hasegawa,3/7/1994,25,165.1,58.1,"CAM,LM,ST",Japan,66,71,850000.0,Right
F. Concas,11/17/1986,32,152.4,62.1,"RM,CF",Italy,66,66,575000.0,Right
O. Halvorsen,10/2/1987,31,152.4,74.8,RM,Norway,66,66,600000.0,Right
Isidoro,8/1/1986,32,154.94,71.2,"RB,LB",Spain,66,66,425000.0,Right
C. Guerra,8/9/1994,24,182.88,83.0,GK,Chile,66,71,625000.0,Right
A. Le Tallec,10/3/1984,34,182.88,73.0,ST,France,66,66,400000.0,Right
T. Mohr,8/24/1995,23,182.88,78.0,"LM,LB",Germany,66,72,875000.0,Left
R. Nagaki,6/4/1988,30,172.72,72.1,"CDM,CM,LM",Japan,66,66,475000.0,Right
R. Ramírez,7/7/1996,22,187.96,73.0,GK,Argentina,66,76,800000.0,Right
Bae Seul Gi,6/9/1985,33,182.88,78.9,CB,Korea Republic,66,66,260000.0,Right
J. Rossiter,3/24/1997,21,152.4,64.0,CDM,England,66,78,1000000.0,Right
P. Carlgren,1/8/1992,27,187.96,83.9,GK,Sweden,66,70,575000.0,Right
Jony Ñíguez,4/2/1985,33,175.26,72.1,"CDM,CM",Spain,66,66,260000.0,Right
N. Vidrio,3/22/1989,29,182.88,78.0,CB,Mexico,66,67,575000.0,Right
T. Bergmann,11/8/1996,22,154.94,74.8,"CDM,CAM",Germany,66,75,875000.0,Right
J. Walsh,5/13/1992,26,154.94,69.9,CB,Wales,66,71,725000.0,Left
N. Mohammed,6/6/1994,24,172.72,69.9,RW,Ghana,66,72,875000.0,Right
M. Marshall,5/5/1987,31,170.18,68.9,"RM,LM",Jamaica,66,66,575000.0,Left
F. Ananou,9/20/1997,21,182.88,78.0,"RB,CB",Germany,66,76,900000.0,Right
D. Mahmudov,11/6/1989,29,170.18,62.1,"LM,RM",FYR Macedonia,66,66,650000.0,Right
Lim Jong Eun,6/18/1990,28,193.04,88.0,CB,Korea Republic,66,67,575000.0,Right
M. Torres,11/6/1997,21,154.94,69.9,ST,Argentina,66,76,1100000.0,Right
S. Yamamoto,6/1/1985,33,154.94,68.9,LB,Japan,66,66,250000.0,Right
M. Rivero,11/13/1989,29,175.26,72.1,CDM,Argentina,66,66,525000.0,Right
Lim Sang Hyub,7/8/1988,30,154.94,73.0,"LW,RW",Korea Republic,66,66,625000.0,Left
D. Templeton,1/7/1989,30,175.26,63.0,"LM,CM,ST",Scotland,66,66,625000.0,Right
K. Shimizu,4/30/1989,29,170.18,67.1,LM,Japan,66,66,625000.0,Right
M. Woods,1/1/1986,33,154.94,78.0,"CM,CDM",Scotland,66,66,475000.0,Left
Q. Moll,1/21/1991,28,182.88,77.1,"CDM,CM",Germany,66,67,600000.0,Right
N. Hasler,4/5/1991,27,175.26,78.0,"RM,RWB,RB",Liechtenstein,66,66,675000.0,Right
M. Bennett,7/15/1996,22,152.4,64.0,"ST,RW",England,66,77,1100000.0,Right
M. Sema,12/2/1988,30,172.72,68.0,CF,Sweden,66,66,650000.0,Right
J. Zavala,7/21/1987,31,190.5,87.1,"CDM,CM",Mexico,66,66,475000.0,Right
A. Lienhart,1/28/1986,33,182.88,78.0,"RB,RM,RWB",Austria,66,66,350000.0,Right
N. Saint-Ruf,10/24/1992,26,187.96,84.8,CB,France,66,70,700000.0,Right
F. Sakala,3/14/1997,21,152.4,72.1,"ST,CF,LW",Zambia,66,75,1000000.0,Right
Lee Yeong Jae,9/13/1994,24,175.26,59.9,CM,Korea Republic,66,73,900000.0,Left
R. Gaddis,1/13/1990,29,175.26,68.0,"LB,RB",United States,66,66,500000.0,Right
Leandro,5/12/1993,25,152.4,76.2,"LM,RM,CAM,ST",Brazil,66,68,775000.0,Right
Luis Marleiro,2/29/1992,27,152.4,77.1,ST,Brazil,66,66,700000.0,Left
Judson,5/25/1993,25,170.18,64.9,CDM,Brazil,66,70,700000.0,Right
T. Skarke,9/7/1996,22,152.4,71.2,"RM,LM",Germany,66,74,950000.0,Right
I. Ssewankambo,2/27/1996,23,152.4,79.8,"RB,CM",Sweden,66,73,750000.0,Right
P. Frick,4/14/1992,26,182.88,81.2,ST,Sweden,66,67,775000.0,Right
M. Fox,9/21/1993,25,185.42,78.0,"LB,LWB",Wales,66,69,675000.0,Left
D. Starkl,11/6/1993,25,175.26,69.9,"LM,ST,RM",Austria,66,69,825000.0,Right
T. Beltran,10/11/1987,31,172.72,68.0,RB,United States,66,66,475000.0,Right
N. Hansen,9/30/1994,24,152.4,77.1,"RM,LM",Denmark,66,71,850000.0,Right
J. Grot,3/13/1998,20,193.04,98.0,"ST,LW,RW",Netherlands,66,75,1000000.0,Right
G. Alcalá,7/29/1992,26,152.4,73.9,GK,Mexico,66,71,625000.0,Right
F. Bonazzoli,5/21/1997,21,182.88,77.1,ST,Italy,66,74,975000.0,Left
Jin Jingdao,1/18/1992,27,170.18,66.2,"RM,LM",China PR,66,66,700000.0,Right
A. Akinfenwa,5/10/1982,36,152.4,110.2,ST,England,66,66,230000.0,Right
L. Paz,9/8/1988,30,175.26,69.9,CDM,Colombia,66,66,500000.0,Right
C. Morris,12/16/1995,23,185.42,84.8,"ST,RW",England,66,74,950000.0,Right
P. Bouby,10/17/1983,35,182.88,78.0,"CB,CDM",France,66,66,200000.0,Left
E. Ćivić,5/28/1996,22,182.88,76.2,"LB,LM",Bosnia Herzegovina,66,73,750000.0,Left
V. Retamal,3/6/1998,21,170.18,62.1,RB,Chile,66,74,825000.0,Right
D. Raum,4/22/1998,20,154.94,74.8,LM,Germany,66,77,1100000.0,Left
M. Doyle,7/8/1981,37,152.4,71.2,"CDM,CM",Republic of Ireland,66,66,90000.0,Left
M. Macey,9/9/1994,24,198.12,81.2,GK,England,66,74,700000.0,Right
F. Nimani,10/8/1988,30,190.5,87.1,"ST,CF,LW",France,66,66,650000.0,Left
T. Walker,10/17/1996,22,152.4,63.0,ST,England,66,76,1100000.0,Right
C. Washington,5/18/1992,26,152.4,84.8,ST,Northern Ireland,66,69,825000.0,Right
Héctor,9/14/1995,23,154.94,73.0,"ST,LM",Spain,66,73,925000.0,Right
R. Grange,7/21/1988,30,152.4,73.9,"RW,RM",France,66,66,625000.0,Right
A. Hainault,6/17/1986,32,182.88,79.8,CB,Canada,66,66,375000.0,Right
Yin Hongbo,10/30/1989,29,154.94,74.8,"RM,LM,CAM,CM",China PR,66,66,650000.0,Left
S. MacLean,8/23/1982,36,154.94,78.9,"ST,CF",Scotland,66,66,300000.0,Right
S. Diop,6/9/2000,18,165.1,54.9,"LM,CM,CAM",France,66,87,1500000.0,Right
V. Mykolenko,5/29/1999,19,154.94,71.2,"LB,CB",Ukraine,66,81,1200000.0,Left
Hu Rentian,1/21/1991,28,175.26,68.0,RM,China PR,66,66,675000.0,Right
M. Galmarini,2/28/1982,37,154.94,77.1,"RB,RM",Argentina,66,66,70000.0,Right
F. Castillo,3/18/1990,28,175.26,69.9,"LB,RM",Colombia,66,66,500000.0,Left
A. Sané,10/15/1992,26,182.88,73.0,ST,Senegal,66,69,825000.0,Right
I. Lanni,6/30/1990,28,185.42,76.2,GK,Italy,66,67,525000.0,Right
J. O'Shea,4/30/1981,37,190.5,83.9,CB,Republic of Ireland,66,66,90000.0,Right
O. Kanté,9/21/1989,29,185.42,83.0,CB,France,66,67,575000.0,Right
R. Bushiri,11/30/1999,19,187.96,91.2,CB,Belgium,66,80,1200000.0,Right
J. Moreno,10/22/1996,22,187.96,78.0,CB,Colombia,66,77,975000.0,Left
S. Svendsen,8/6/1997,21,172.72,67.1,"ST,LM",Norway,66,75,1000000.0,Right
J. Allen,1/29/1995,24,154.94,72.1,"CM,CDM",England,66,72,875000.0,Right
H. Kadish,9/26/1992,26,152.4,73.0,LB,Saudi Arabia,66,67,625000.0,Left
J. Zelený,8/20/1992,26,190.5,81.2,"LB,LWB,LM",Czech Republic,66,69,675000.0,Left
A. Matějů,6/3/1996,22,182.88,78.9,"RB,LB",Czech Republic,66,72,750000.0,Right
G. Aburjania,1/2/1995,24,185.42,78.9,"CAM,CDM,CM",Georgia,66,73,900000.0,Right
D. Phillips,6/11/1995,23,187.96,76.2,GK,England,66,75,750000.0,Right
J. Jacobson,11/17/1986,32,154.94,78.9,LB,Wales,66,66,425000.0,Left
J. Maja,12/27/1998,20,154.94,67.1,ST,England,66,83,1400000.0,Right
E. Vandenabeele,12/16/1991,27,182.88,77.1,CB,France,66,69,675000.0,Right
G. Gómez,3/4/1996,23,190.5,98.9,GK,Argentina,66,75,750000.0,Right
F. Stokkers,4/18/1996,22,185.42,78.9,ST,Netherlands,66,71,875000.0,Right
G. Kastaneer,6/9/1996,22,185.42,84.8,"LM,ST",Curacao,66,72,875000.0,Right
E. Bakker,3/21/1990,28,152.4,77.1,"CM,CDM",Netherlands,66,66,650000.0,Right
C. Schwegler,6/6/1984,34,175.26,73.9,"RB,LB",Switzerland,66,66,180000.0,Right
M. Pellegrini,3/11/2000,18,175.26,71.2,"LM,RM",Argentina,66,83,1300000.0,Left
C. Schoppenhauer,2/23/1992,27,185.42,77.1,CB,Germany,66,68,650000.0,Right
T. Spurr,9/30/1987,31,185.42,72.1,"LB,CB",England,66,66,475000.0,Left
J. Duma,12/8/1993,25,175.26,73.9,"RW,LW",Argentina,66,68,800000.0,Right
J. Cousins,3/6/1994,25,152.4,72.1,"CDM,CM,RM",England,66,68,675000.0,Right
B. Badiashile,3/26/2001,17,193.04,77.1,CB,France,66,86,1100000.0,Left
Pardo,4/21/1988,30,187.96,78.0,"CB,CDM",Spain,66,66,475000.0,Right
D. Arreola,10/8/1985,33,154.94,73.9,"CB,LB",Mexico,66,66,375000.0,Left
Pipa,1/26/1998,21,175.26,68.0,"RM,RB",Spain,66,74,950000.0,Right
Olabe,5/5/1996,22,152.4,69.9,"CM,RM,LM",Spain,66,77,1100000.0,Left
K. Dougall,5/7/1993,25,182.88,78.9,"CDM,CM",Australia,66,68,650000.0,Right
D. Atanga,12/25/1996,22,154.94,64.9,"RM,LM",Ghana,66,75,1000000.0,Left
Varela,10/26/1994,24,175.26,68.0,"LM,LB,LWB",Spain,66,71,850000.0,Left
D. Perkins,6/21/1982,36,167.64,76.2,"CM,CDM",England,66,66,200000.0,Left
D. Kyereh,3/8/1996,23,152.4,73.0,"ST,RM",Ghana,66,72,900000.0,Right
Y. Maruyama,6/16/1989,29,182.88,76.2,CB,Japan,66,66,500000.0,Left
V. Jacob,6/15/1994,24,170.18,67.1,CAM,France,66,71,850000.0,Right
Bruno Andrade,10/2/1993,25,175.26,73.9,LM,Portugal,66,69,825000.0,Right
L. Madrigal,2/10/1993,26,190.5,89.8,ST,Mexico,66,69,825000.0,Right
Kauã Reisende,2/29/1992,27,182.88,74.8,"CAM,RW",Brazil,66,66,700000.0,Right
Ricardo Alves,5/9/1991,27,154.94,78.0,CB,Portugal,66,69,650000.0,Right
Jang Yun Ho,8/25/1996,22,152.4,68.0,"CM,CDM",Korea Republic,66,73,900000.0,Right
M. Pearson,8/3/1993,25,190.5,72.1,CB,England,66,70,700000.0,Right
C. Telo,11/4/1989,29,172.72,72.1,LB,Sweden,66,66,500000.0,Right
L. Guldan,1/30/1983,36,182.88,82.1,CB,Slovakia,66,66,150000.0,Right
M. Rubin,7/9/1987,31,182.88,74.8,"LB,LM",Italy,66,66,475000.0,Left
Z. Al Sahafi,2/3/1994,25,187.96,73.0,"CB,CDM",Saudi Arabia,66,70,700000.0,Right
Erik,2/2/1995,24,170.18,66.2,ST,Brazil,66,71,875000.0,Right
R. Teibert,12/22/1992,26,172.72,66.2,"CDM,CM",Canada,66,70,700000.0,Left
L. Nicholls,10/5/1992,26,190.5,84.8,GK,England,66,71,625000.0,Right
Abdu Conté,3/24/1998,20,182.88,78.0,LB,Portugal,66,79,1100000.0,Left
A. Lithgow,3/12/1988,30,185.42,84.8,CB,Scotland,66,66,475000.0,Right
A. Pavlović,11/16/1993,25,187.96,76.2,ST,Serbia,66,71,875000.0,Left
G. Valverde,6/24/1990,28,152.4,76.2,CB,Bolivia,66,66,,Right
Daniel Fuzato,7/4/1997,21,190.5,88.0,GK,Brazil,66,75,750000.0,Right
N. Jambor,9/25/1995,23,187.96,76.2,"CM,CDM",Croatia,66,74,925000.0,Left
E. Aydoğan,6/26/1997,21,182.88,77.1,"CM,CAM",Turkey,66,80,1400000.0,Left
Juan Cruz,7/28/1992,26,154.94,69.9,"LB,LM",Spain,66,67,625000.0,Left
Ever Rodeiro,2/29/1984,35,172.72,71.2,"CAM,CM",Brazil,66,66,325000.0,Right
Jean Carlos,5/10/1996,22,185.42,79.8,"LM,RM,CAM",Brazil,66,73,900000.0,Right
R. Caballero,10/31/1990,28,182.88,79.8,ST,Paraguay,66,66,675000.0,Left
Gu Chao,8/20/1989,29,193.04,86.2,GK,China PR,66,68,550000.0,Right
H. McGahey,9/26/1995,23,187.96,84.8,CB,England,66,73,775000.0,Right
G. Evans,4/26/1988,30,182.88,79.8,"CAM,RM,RB",England,66,66,600000.0,Right
K. Dawson,6/30/1990,28,152.4,79.8,"RM,CM",Republic of Ireland,66,66,650000.0,Right
D. Schahin,7/9/1989,29,187.96,89.8,ST,Germany,66,66,675000.0,Right
M. Perlak,12/26/1985,33,170.18,59.9,CAM,Austria,66,66,500000.0,Right
J. Larsson,6/20/1997,21,175.26,68.9,"ST,CF",Sweden,66,73,925000.0,Left
A. Sušac,5/20/1989,29,185.42,79.8,CB,Croatia,66,66,500000.0,Right
S. McConville,3/6/1989,30,154.94,73.9,LM,England,66,66,625000.0,Right
C. Machado,6/20/1990,28,172.72,69.9,CDM,Bolivia,66,67,,Right
Gabriel,12/19/1997,21,190.5,87.1,CB,Brazil,66,77,975000.0,Left
J. Aribo,7/21/1996,22,182.88,76.2,"CM,CAM",England,66,77,1100000.0,Left
K. Grant,9/18/1997,21,182.88,69.9,"ST,LM",England,66,79,1300000.0,Right
